id,numberOfRefs,buildTools,projectUrls,projectNames,revisionCommit,numberOfASTs,stars
12632135,2,eclipse,https://github.com/james-d/TicTacToe,james-d/TicTacToe,7bb54a34d49a0a4efa6f8c409ce0904386d8833e,333,0
11753119,1,maven,https://github.com/skrall/security-camera,skrall/security-camera,51c7c4f77d35261db8523392db8886865e31075d,217,0
10383714,60,ant|maven|eclipse,https://github.com/alexallan/PomodoroDesktop,alexallan/PomodoroDesktop,41ae60ee56cf6f26291eff16e7fe4ddc546e1cf0,9822,0
11110083,2,maven,https://github.com/ptitbob/photomove,ptitbob/photomove,65d3f6a080c60a5b2fbc36665f084a71a3345fe4,188,0
9897336,2,maven,https://github.com/pdudits/x-ray,pdudits/x-ray,145d026963c833c31cd35af06df81ca82b3d537c,122,1
10036778,2,ant,https://github.com/antongalaev/TravellingSalesman,antongalaev/TravellingSalesman,9afe40c907cabad17ac7a95ef5076e473c71a59c,45,0
10858256,4,eclipse|maven,https://github.com/txtdis/txtDIS,txtdis/txtDIS,4d3f5b99b85937c71d956ba4b3e82efde02eca36,284,0
13446397,6,maven|eclipse,https://github.com/obi1988/steganografia_v1,obi1988/steganografia_v1,7b85d9fcf181b09344f245fa5f5be59a89c692ef,1390,0
7208790,2,ant,https://github.com/jperedadnr/ArduinoFX-client,jperedadnr/ArduinoFX-client,d7c061dd9bab6e183e2edd0fb09ba936004a42b0,743,0
10007957,2,eclipse|maven,https://github.com/kwd424/loggerhead,kwd424/loggerhead,4a848b9c39e032b81af4f500d7eb51a5dad0fd8f,241,-1
12584792,5,maven,https://github.com/nazymko/drive_manager,nazymko/drive_manager,56c570ae89f84bd5422ea40645a86fb0ad2fb57c,686,0
9594618,10,maven|eclipse,https://github.com/ihubacher/DREAMS,ihubacher/DREAMS,b5dca068f6980261d58622267179c7f8d3995a0e,3344,0
12461510,3,ant,https://github.com/patrickhousley/ARRStatus-Desktop,patrickhousley/ARRStatus-Desktop,7365aed9f2d0c1ca93b1458e3a0ff76de8318a9b,543,0
8245071,2,gradle,https://github.com/ludetc/capeAudio,ludetc/capeAudio,bc6c6c3f86d4bfae05a5c4f718b0708db677a42c,419,0
5237943,2,maven|eclipse|ant,https://github.com/gmiernik/Jajeczko,gmiernik/Jajeczko,f8e1f909b3b7999e9d967cd58f7c711abb8e3b47,129,1
12014109,2,ant,https://github.com/jpasqua/VisibleTesla,jpasqua/VisibleTesla,bfb235bea534fb5d035ed63e7bd1d5e769c2e93f,617,71
11189189,2,eclipse,https://github.com/brunovky/JavaFX-Casa-do-Codigo,brunovky/JavaFX-Casa-do-Codigo,122d7fa36a46f37a3577e00074b0d49faa3bbd82,109,1
9791638,1,maven,https://github.com/fahrrad/monet,fahrrad/monet,49d1075d8f9dcfeed4486b5841f759d8ba03e1a4,786,0
10645226,2,eclipse,https://github.com/thatsIch/ImageViewer,thatsIch/ImageViewer,f8d36c7a4e06e0c80d64d3b1f29829cef65465e5,31,-1
11661302,2,ant,https://github.com/devdym/InsTest,devdym/InsTest,7efe416f2ce457c0466c15970489af9a9452659d,4941,-1
11383460,2,eclipse|gradle,https://github.com/eugener/controlsfx-mirror,eugener/controlsfx-mirror,086dd0bff81760327eb4842c412ff2cea74cb681,420,-1
8567089,2,maven,https://github.com/ajiniesta/sshjfx,ajiniesta/sshjfx,c823481e3941ac55f4272dffb78d86b9547623b5,217,0
13765357,64,eclipse,https://github.com/TimMikeladze/tcss360-project,TimMikeladze/tcss360-project,048a10c8a75364c81cfc1022ceec27380da720ab,8558,0
11767812,2,eclipse,https://github.com/IsNull/JavaFxTest,IsNull/JavaFxTest,cdd1b83f521e869188c9592c30786b749b696c0b,161,-1
13803035,1,maven,https://github.com/MadballNeek/mvp-javafx,MadballNeek/mvp-javafx,986707e5a9294ddc3e930151c2f9ca7beadb1191,68,8
6781169,2,ant,https://github.com/Rauks/ImdbScraper,Rauks/ImdbScraper,be50d780d88dc09715e97af477a5c5e4679bddcc,114,-1
5149511,2,ant,https://github.com/cuinfo/cuinfo-desktop,cuinfo/cuinfo-desktop,f30a13faf4f0376cfecddce22ecbd7c2d3a99fc1,276,1
4309543,8,maven|gradle|android|eclipse,https://github.com/signed/sandboxes,signed/sandboxes,fc2dd5cc5bf62b945c0b0f6e7ba243020754ea49,527,5
5337206,2,eclipse,https://github.com/DC37/Super-Mario-Paint,DC37/Super-Mario-Paint,d8c3eee74d4f1fccb8bf68a2d37920beeb90fa5b,661,28
5740759,1,maven,https://github.com/idrabenia/baseline-builder,idrabenia/baseline-builder,78190d32ff9c36b8619c0d7d6a2d41e85e300ad2,68,0
13304789,30,ant,https://github.com/tobiastry/Photoapp,tobiastry/Photoapp,8ef2895ac4d1198ffa3b664ca4a03fbc6460a9c6,5286,2
11429348,4,maven,https://github.com/jdub1581/VLCFXMediaPlayer,jdub1581/VLCFXMediaPlayer,e19f119e66bb8c571ba3ac7506569626509a9424,564,-1
7267997,30,eclipse|ant|maven,https://github.com/broodsoft/grandeur,broodsoft/grandeur,40d4cbaa271c785a6e9c55a11b4465b8b303750c,513,3
8649922,2,gradle,https://github.com/sk44/javafx-mirroring-tool,sk44/javafx-mirroring-tool,8ff577c699195b068346a8d24f2aba9c1a095907,711,0
10477298,2,gradle,https://github.com/dahuapp/Dahu,dahuapp/Dahu,390c63743b1c9439ee0d92fb8837c7b0e2d1c8c5,135,78
8069974,2,idea|ant|maven,https://github.com/frathi/FranksCollection,frathi/FranksCollection,d8e97e8e482ffd29d6c393885ff87e62e5617e92,40,-1
8969436,3,,https://github.com/tomoTaka01/FileTreeViewSample,tomoTaka01/FileTreeViewSample,1425bab0b911474e1dac97622f19eb785e8a69ca,739,5
12968459,4,ant,https://github.com/abhishekmunie/Magic-Copier,abhishekmunie/Magic-Copier,3927e6d49d63a4dbdd4408336247f2713822aa7d,524,0
8818040,8,gradle,https://github.com/SlevinBE/JavaFx-structure-demo,SlevinBE/JavaFx-structure-demo,bd156ba1942ec4dba0577fbf61034138ca8d4b8f,96,14
9968206,14,maven|eclipse|ant,https://github.com/brnzn/kesho,brnzn/kesho,73b8dccad8dea3cd270d7bea58965451e887ad25,3624,0
12646225,1,eclipse,https://github.com/jswelker/LibraryH3lp-Transfer-Bot,jswelker/LibraryH3lp-Transfer-Bot,31d1105dd41305992a406d705a690327c1ab3f51,405,1
9413306,18,ant,https://github.com/obdq/obdq,obdq/obdq,b29c443b4c035942c768fef39049a911f1217d85,3008,2
13480844,8,eclipse|maven,https://github.com/InfTec/ju,InfTec/ju,1b8dc8f99d317bebfb255bede7b5c8c4c26b57b5,917,0
13443863,2,,https://github.com/oradev/Java-EE-7-Recipes,oradev/Java-EE-7-Recipes,601da02c4c8e10f2061dee02e610b32376cfe9b6,96,-1
9435361,6,eclipse,https://github.com/wilsonkwok64/accel-1.0.0,wilsonkwok64/accel-1.0.0,2df0add764f1cb4299cacedca085bb75f8cb488f,1615,-1
8669089,8,eclipse,https://github.com/brutalbarbarian/personal-projects,brutalbarbarian/personal-projects,5902f6630eca56766887bf5ca83db7db07748c6f,2222,0
8174605,3,eclipse,https://github.com/MarnBeast/Gatekeeper,MarnBeast/Gatekeeper,e6e56a752735366593a624ce60cb7d1a7497883b,996,1
12055230,3,maven|eclipse,https://github.com/JacpFX/JacpFX,JacpFX/JacpFX,bebf0d999d35c3d8de6b814411eb72c103d5ec38,464,50
8643907,2,,https://github.com/SnakeDoc/superD,SnakeDoc/superD,6360c8a90d27378a875cd38ff1d214e789750e73,959,1
12902655,9,,https://github.com/Silent-Fred/iTrySQL,Silent-Fred/iTrySQL,a36308629688bd9324092d4b2d6dfa9b48935e28,2532,1
8502239,2,eclipse|maven,https://github.com/barchart/barchart-javafx-study,barchart/barchart-javafx-study,b637037990c5596ec506e1df650502880595ce4d,758,2
7056904,2,maven,https://github.com/sky4lin/sky4lin,sky4lin/sky4lin,74e1efed85f2370fa11cfe77a2718204f8478988,278,-1
8567203,3,maven,https://github.com/sacherus/flashcard,sacherus/flashcard,8b31ed2a78d5b1400e0e8b89dcf4f6e5bfe6c3fa,970,0
7401121,4,,https://github.com/vcycyv/application_tracer,vcycyv/application_tracer,db2982aef0de8be11cc98a226a08b290435a9901,671,0
11208043,3,maven,https://github.com/petecliff/freqy,petecliff/freqy,652c107e811d2f3af79eccb18c9966ace6911711,1045,0
4637310,10,maven,https://github.com/droidpark/mongodbui,droidpark/mongodbui,36f73974091a5546e4cba285232d88f1338c095f,436,11
11932085,2,,https://github.com/BranislavLazic/WSGGameServerTracker,BranislavLazic/WSGGameServerTracker,41dfc412706f98ffe2e2a5e75212e139ce4ca934,88,-1
8574940,23,eclipse,https://github.com/AMITCCILGITHUB/MaterialRegisterSpring,AMITCCILGITHUB/MaterialRegisterSpring,d2e806ecf6374874e30d5d6b723825d8175bafd4,1926,0
7588321,2,ant,https://github.com/oehm-smith/FXMandelbrotSet,oehm-smith/FXMandelbrotSet,3ae0ab99a7513878bac30a24ee99041e965d440e,729,0
13558224,6,ant,https://github.com/kmzn/web,kmzn/web,0ccb7626fc536ba4672c2d9c0ed24c99f3a1b368,195,0
11475360,10,maven,https://github.com/bl-dpt/dissimilar,bl-dpt/dissimilar,b1d4733f801e2308c37704c2ca3ccbc6679c859d,2848,6
10374536,10,maven,https://github.com/fturizo/SchoolFacesRecon,fturizo/SchoolFacesRecon,2c24936c530f410b71bbfa07e7297ce3e048b49b,1645,0
2247696,49,eclipse|maven|ant,https://github.com/hjohn/MediaSystem,hjohn/MediaSystem,2e39ab4c6f6dbebfe2934e90b546b98f4c371473,5999,15
