id,numberOfRefs,buildTools,projectUrls,projectNames,revisionCommit,numberOfASTs,stars
12296283,1,maven|eclipse,https://github.com/Masterdocs/masterdoc-maven-plugin,Masterdocs/masterdoc-maven-plugin,12dec61fd9ac377bec007eb6cf5f1e6a4d5b8267,1437,1
