id,numberOfRefs,buildTools,projectUrls,projectNames,revisionCommit,numberOfASTs,stars
12756817,3,eclipse|maven,https://github.com/ionascu/EJBTest,ionascu/EJBTest,faa486292104ed7f9e2331db1a0a7cf4a7a56877,124,-1
8968935,2,eclipse,https://github.com/kongra/SAN,kongra/SAN,5c3206769576390f0b83d3228f7f5f9a025832f8,184,2
12992524,1,,https://github.com/xc4330/Manon,xc4330/Manon,ee86c63e272038aa7a607c37cb06ce1269a77622,308,0
4804975,1,maven,https://github.com/dirkweil/ee-demos,dirkweil/ee-demos,894bc7b7c0d5cbd1b51e338dfd89175ba5719525,20,10
10091159,1,eclipse|ant,https://github.com/felipealves-gnu/Project2,felipealves-gnu/Project2,4d6b4061f3bf64b5b3337dcffab9db76787ea5c2,24,0
10361788,2,maven|eclipse,https://github.com/red-fox-mulder/eap-6.1-quickstarts,red-fox-mulder/eap-6.1-quickstarts,cd2f92ee582422f6a14a6c037c50a2ba6b07d339,118,0
2516145,6,maven,https://github.com/AdamBien/lightfish,AdamBien/lightfish,595e58aa836c9793dd38e9166d9e9a43adc37fea,278,122
12386217,6,eclipse|maven,https://github.com/codenh/jboss_workspace,codenh/jboss_workspace,e09a1779cc9279b166f5596c9dae96bee37f31e1,268,0
10580721,2,maven,https://github.com/hwaastad/WebSecurity,hwaastad/WebSecurity,80f9cc638efcdf340660615774b5a3aeda17fedc,111,0
7748336,19,maven|ant|sbt|eclipse,https://github.com/apache/tomee,apache/tomee,71d1d868fb12eebe2cc828948f3087244ed946d5,2383,176
821125,3,ant|maven,https://github.com/jsmadja/fluxx,jsmadja/fluxx,ecba0b3ecae148239d9ba40162bce9f34ac27be9,118,2
2080454,1,maven,https://github.com/m1key/audiolicious,m1key/audiolicious,66627b35c5b2e65b9705295c789cdb21aacba865,56,5
3117609,1,maven,https://github.com/wolfc/jboss-client-invocation-context,wolfc/jboss-client-invocation-context,a91d2bd6cc214d0b3787e42016e3778aa6428d98,50,1
3392807,2,ant,https://github.com/Ninir/SupinBank,Ninir/SupinBank,588822d17fc1cf19985f6f32815def58025ad6fa,64,1
2675737,2,ant|maven|sbt,https://github.com/bdumitriu/playground,bdumitriu/playground,6f9fd95aa6adc5b1e8c85fde73427b65671eae2b,39,1
12414592,3,maven,https://github.com/arun-gupta/javaee7-samples,arun-gupta/javaee7-samples,6e2c428b5bc6b44121e15f6cb0f9f97d31b84ef5,106,1834
1518623,1,eclipse|ant,https://github.com/mattreek/dst,mattreek/dst,fb5efc13cc6e1906aad71fe23ef7059ab4304419,473,1
3481037,2,maven,https://github.com/Oli-Wan/SupinBank,Oli-Wan/SupinBank,39457adbb350744c0a42ed094ac390c0539c655c,196,1
10940912,4,maven,https://github.com/polarislabs/pgjdbc-xaprofile,polarislabs/pgjdbc-xaprofile,7a778296fb7e21c1fbe53d60377c043809c35e85,242,0
2861053,2,maven|idea,https://github.com/copernic777/ejb-certification,copernic777/ejb-certification,c38001a080604e658b063694099c6b7c78339dbf,108,0
3657587,1,eclipse|maven,https://github.com/qa/pv243,qa/pv243,795fbf7da178526f20210a06e8c23551de958165,64,8
12993078,1,,https://github.com/liumie4321/IRMS,liumie4321/IRMS,daa59871fc162f55949bdb453935996af76055f8,308,0
12994781,6,maven|eclipse|idea,https://github.com/hanynowsky/honeybee,hanynowsky/honeybee,4d16fe04d0d2e7ce152cedb9dcfa969392d14c9c,1906,0
3327733,1,ant,https://github.com/lukaspili/4SUN-SupRails-2012,lukaspili/4SUN-SupRails-2012,3c605c6364448ac149102875f65e8c3876effde6,24,2
4077804,1,maven|gradle,https://github.com/tommysdk/showcase,tommysdk/showcase,23ccc032d5b18e2c05982b1d338e33d9d2cf78f5,68,11
7073042,2,maven|idea|eclipse|ant,https://github.com/shinabro/DePaul-SE554,shinabro/DePaul-SE554,78d3caba4c44e2b39f6bce49b2b99c76ee365b18,88,2
786142,1,maven,https://github.com/ALRubinger/oreilly-ejb-6thedition-book-examples,ALRubinger/oreilly-ejb-6thedition-book-examples,f67da18e2df1746b18f96e7e584a7b226ff57149,726,17
13365392,1,maven,https://github.com/mabsalhi/FSOCedocInsc,mabsalhi/FSOCedocInsc,e509d71f8577c49d6b5691a139b1d5569fc48a7f,114,0
10524592,2,maven,https://github.com/mwagnurr/DST2013,mwagnurr/DST2013,f045ddc9202e995f68ae33659a558f5574f492fd,535,0
11419013,8,maven,https://github.com/bfh-evg/uniboard,bfh-evg/uniboard,3f6e99b886916efeb0d562b3baab69436e3769b3,268,0
11763891,2,maven|eclipse|ant,https://github.com/clintmanning/new-empty,clintmanning/new-empty,3d18809214cd34c37b79f224f182d671ce74e1c1,99,0
